id,refseq,gene,chrom,start,end
NP_005906,NP_005906,MCM6,2,136597196,136633996
NP_001340,NP_001340,DARS,2,136664247,136743670
NP_008826,NP_008826,HNMT,2,138721590,138773930
NP_003928,NP_003928,KYNU,2,143635067,143799890
NP_004679,NP_004679,NMI,2,152126979,152146571
NP_001171136,NP_001171136,RIF1,2,152266397,152364527
NP_443137,NP_443137,FMNL2,2,153191751,153506348
NP_060362,NP_060362,PRPF40A,2,153508107,153574511
NP_000399,NP_000399,GPD2,2,157291802,157470247
NP_003619,NP_003619,PKP4,2,159313476,159539391
NP_058520,NP_058520,RBMS1,2,161128662,161350305
NP_002888,NP_002888,RBMS1,2,161128662,161350305
NP_005796,NP_005796,PSMD14,2,162164549,162268228
NP_004451,NP_004451,FAP,2,163027194,163101661
NP_036330,NP_036330,GCA,2,163175350,163228105
NP_004473,NP_004473,GALNT3,2,166604101,166651192
NP_004783,NP_004783,PPIG,2,170440850,170497916
NP_003133,NP_003133,SSB,2,170648443,170668574
NP_003696,NP_003696,SLC25A12,2,172640880,172864766
NP_003633,NP_003633,HAT1,2,172778958,172848599
NP_000201,NP_000201,ITGA6,2,173292082,173371181
NP_001073286,NP_001073286,ITGA6,2,173292082,173371181
NP_002601,NP_002601,PDK1,2,173420101,173489823
NP_037473,NP_037473,OLA1,2,174937175,175113426
NP_085153,NP_085153,KIAA1715,2,176788620,176867567
NP_006545,NP_006545,MTX2,2,177134123,177202753
NP_003650,NP_003650,AGPS,2,178257372,178408564
NP_003681,NP_003681,PRKRA,2,179296141,179316239
NP_851939,NP_851939,FKBP7,2,179328391,179343327
NP_061854,NP_061854,DNAJC10,2,183580999,183659191
NP_612142,NP_612142,NUP35,2,183982241,184026408
NP_060941,NP_060941,ZC3H15,2,187350883,187374090
NP_002201,NP_002201,ITGAV,2,187454792,187545628
NP_000081,NP_000081,COL3A1,2,189839046,189877472
NP_000384,NP_000384,COL5A2,2,189896622,190044605
NP_055177,NP_055177,HIBCH,2,191054461,191208919
NP_055720,NP_055720,GLS,2,191745553,191830278
NP_009330,NP_009330,STAT1,2,191829084,191885686
NP_036355,NP_036355,MYO1B,2,192109911,192290115
NP_001155291,NP_001155291,MYO1B,2,192109911,192290115
NP_004648,NP_004648,SDPR,2,192699028,192711981
NP_036218,NP_036218,GTF3C3,2,197627756,197664449
NP_955472,NP_955472,HSPD1,2,198351305,198381461
NP_002148,NP_002148,HSPE1,2,198364718,198368181
NP_078796,NP_078796,C2orf47,2,200820040,200873263
NP_001193996,NP_001193996,BZW1,2,201675317,201688569
NP_570981,NP_570981,PPIL3,2,201735630,201754026
NP_001135827,NP_001135827,NIF3L1,2,201754050,201768655
NP_003343,NP_003343,SUMO1,2,203070903,203103331
NP_803882,NP_803882,CYP20A1,2,204103663,204163009
NP_004997,NP_004997,NDUFS1,2,206979541,207024327
NP_001950,NP_001950,EEF1B2,2,207024309,207027652
NP_005887,NP_005887,IDH1,2,209100951,209130798
NP_002365,NP_002365,MAP2,2,210288782,210598842
NP_954699,NP_954699,RPE,2,210867289,210886300
NP_006046,NP_006046,LANCL1,2,211295973,211342376
NP_004035,NP_004035,ATIC,2,216176540,216214487
NP_997639,NP_997639,FN1,2,216225163,216300895
NP_997647,NP_997647,FN1,2,216225163,216300895
NP_066964,NP_066964,XRCC5,2,216972187,217071026
NP_000588,NP_000588,IGFBP2,2,217497551,217529159
NP_072174,NP_072174,TNS1,2,218664512,218867718
NP_005722,NP_005722,ARPC2,2,219081817,219119079
NP_001078,NP_001078,AAMP,2,219128850,219134980
NP_004319,NP_004319,BCS1L,2,219523487,219528166
NP_005991,NP_005991,TUBA4A,2,220114433,220142892
NP_036232,NP_036232,DNPEP,2,220238268,220264744
NP_001918,NP_001918,DES,2,220283099,220291461
NP_037467,NP_037467,GMPPA,2,220363589,220371710
NP_001166902,NP_001166902,OBSL1,2,220415451,220436581
NP_005678,NP_005678,FARSB,2,223435255,223521056
NP_976251,NP_976251,ACSL3,2,223725652,223809357
NP_065881,NP_065881,WDFY1,2,224720433,224810104
NP_003581,NP_003581,CUL3,2,225334867,225450110
NP_004229,NP_004229,TRIP12,2,230628554,230787955
NP_001073860,NP_001073860,SP100,2,231280657,231408805
NP_057373,NP_057373,CAB39,2,231577560,231685790
NP_002798,NP_002798,PSMD1,2,231921578,232037541
NP_005372,NP_005372,NCL,2,232318242,232348352
NP_001092755,NP_001092755,PTMA,2,232571605,232578251
NP_079478,NP_079478,EFHD1,2,233470767,233547491
NP_476507,NP_476507,COL6A3,2,238232646,238323018
NP_004360,NP_004360,COL6A3,2,238232646,238323018
NP_001131022,NP_001131022,LRRFIP1,2,238536219,238722325
NP_001131025,NP_001131025,LRRFIP1,2,238536219,238722325
NP_057594,NP_057594,SCLY,2,238969530,239008054
NP_110395,NP_110395,ILKAP,2,239079042,239112370
NP_004535,NP_004535,NDUFA10,2,240831867,240964819
NP_004312,NP_004312,KIF1A,2,241653181,241759725
NP_002703,NP_002703,PPP1R7,2,242088991,242123067
NP_005327,NP_005327,HDLBP,2,242166679,242256476
NP_004395,NP_004395,SEPT_2,2,242254515,242293442
NP_036277,NP_036277,DTYMK,2,242615157,242626406
NP_006605,NP_006605,CHL1,3,238279,451090
NP_886552,NP_886552,TRNT1,3,3168600,3192563
NP_055398,NP_055398,LMCD1,3,8543393,8609805
NP_005709,NP_005709,ARPC4,3,9834179,9849410
NP_001026887,NP_001026887,CRELD1,3,9975506,9987097
NP_001001331,NP_001001331,ATP2B2,3,10365707,10749716
NP_006386,NP_006386,ATG7,3,11313995,11599139
NP_001155971,NP_001155971,CAND2,3,12837971,12913415
NP_079199,NP_079199,NUP210,3,13357737,13461809
NP_001004019,NP_001004019,FBLN2,3,13573824,13679922
NP_001989,NP_001989,FBLN2,3,13573824,13679922
NP_077310,NP_077310,TMEM43,3,14166440,14185179
NP_004619,NP_004619,XPC,3,14186647,14220283
NP_071942,NP_071942,MRPS25,3,15083967,15106842
NP_055559,NP_055559,TBC1D5,3,17198654,18486309
NP_849193,NP_849193,STT3B,3,31574130,31679112
NP_055956,NP_055956,GPD1L,3,32147181,32210205
NP_057225,NP_057225,DYNC1LI1,3,32567463,32612366
NP_001073279,NP_001073279,GLB1,3,33038100,33138722
NP_006362,NP_006362,CRTAP,3,33155471,33189265
NP_055912,NP_055912,CLASP2,3,33537737,33759848
NP_001193973,NP_001193973,CLASP2,3,33537737,33759848
NP_001155901,NP_001155901,PDCD6IP,3,33839844,33911194
NP_055620,NP_055620,EPM2AIP1,3,37027357,37034795
NP_060194,NP_060194,LRRFIP2,3,37094117,37225180
NP_001598,NP_001598,ACAA1,3,38144620,38178733
NP_005100,NP_005100,OXSR1,3,38206580,38296979
NP_002286,NP_002286,RPSA,3,39448180,39454033
NP_005866,NP_005866,EIF1B,3,40351175,40353915
NP_001030168,NP_001030168,RPL14,3,40498783,40503861
NP_001895,NP_001895,CTNNB1,3,41236328,41301587
NP_003269,NP_003269,CLEC3B,3,45043040,45077563
NP_056155,NP_056155,LARS2,3,45429998,45590913
NP_054735,NP_054735,SACM1L,3,45730548,45786916
NP_065080,NP_065080,LZTFL1,3,45864808,45957534
NP_078789,NP_078789,FYCO1,3,45959396,46037316
NP_002334,NP_002334,LTF,3,46477136,46526724
NP_056281,NP_056281,PTPN23,3,47422501,47454931
NP_003065,NP_003065,SMARCC1,3,47626762,47823596
NP_001127836,NP_001127836,MAP4,3,47892182,48130769
NP_002366,NP_002366,MAP4,3,47892182,48130769
NP_003356,NP_003356,UQCRC1,3,48636435,48648409
NP_004148,NP_004148,PRKAR2A,3,48782030,48885279
NP_000378,NP_000378,SLC25A20,3,48894369,48936426
NP_000875,NP_000875,IMPDH2,3,49061758,49066841
NP_942581,NP_942581,QRICH1,3,49067140,49131796
NP_005042,NP_005042,QARS,3,49133365,49142553
NP_002283,NP_002283,LAMB2,3,49158547,49170551
NP_000572,NP_000572,GPX1,3,49394609,49396033
NP_001655,NP_001655,RHOA,3,49396578,49450431
NP_001171115,NP_001171115,DAG1,3,49506146,49573048
NP_001631,NP_001631,APEH,3,49711435,49721396
NP_068806,NP_068806,GMPPB,3,49754277,49761384
NP_005768,NP_005768,RBM6,3,49977440,50137478
NP_002061,NP_002061,GNAI2,3,50263724,50296787
NP_004695,NP_004695,RRP9,3,51967446,51975957
NP_001139786,NP_001139786,ABHD14B,3,52002526,52017425
NP_000657,NP_000657,ACY1,3,52009066,52023213
NP_079498,NP_079498,WDR82,3,52288437,52322036
NP_055951,NP_055951,STAB1,3,52529354,52558511
NP_001127703,NP_001127703,NT5DC2,3,52558386,52569070
NP_996562,NP_996562,GNL3,3,52715172,52728508
NP_002206,NP_002206,ITIH1,3,52811603,52826078
NP_002208,NP_002208,ITIH3,3,52828784,52843025
NP_001159921,NP_001159921,ITIH4,3,52846991,52865495
NP_002209,NP_002209,ITIH4,3,52846991,52865495
NP_997704,NP_997704,PRKCD,3,53190025,53226733
NP_001055,NP_001055,TKT,3,53258723,53290068
NP_036228,NP_036228,APPL1,3,57261765,57307496
NP_001651,NP_001651,ARF4,3,57557090,57583947
NP_001157789,NP_001157789,FLNB,3,57994127,58157982
NP_000916,NP_000916,PDHB,3,58413357,58419584
NP_002003,NP_002003,FHIT,3,59735036,61237133
NP_002832,NP_002832,PTPRG,3,61547243,62283288
NP_055629,NP_055629,PSMD6,3,63996225,64009658
NP_003839,NP_003839,SUCLG2,3,67410884,67705038
NP_006398,NP_006398,ARL6IP5,3,69134095,69155217
NP_777567,NP_777567,PPP4R2,3,73045936,73118350
NP_000149,NP_000149,GBE1,3,81538850,81811312
NP_054762,NP_054762,CHMP2B,3,87276421,87304698
NP_001008391,NP_001008391,CGGBP1,3,88101094,88199035
NP_000304,NP_000304,PROS1,3,93591881,93692910
NP_694822,NP_694822,MINA,3,97660662,97691301
NP_000088,NP_000088,CPOX,3,98239976,98312567
NP_065084,NP_065084,COL8A1,3,99357319,99518070
NP_064587,NP_064587,NIT2,3,100053545,100075710
NP_055635,NP_055635,TOMM70A,3,100082275,100120242
NP_006061,NP_006061,TFG,3,100428205,100467810
NP_065090,NP_065090,PCNP,3,101292939,101313281
NP_001618,NP_001618,ALCAM,3,105085753,105295744
NP_001768,NP_001768,CD47,3,107762145,107809872
NP_060864,NP_060864,ABHD10,3,111697857,111712210
NP_001008274,NP_001008274,TAGLN3,3,111717511,111732734
NP_071933,NP_071933,ATG3,3,112251356,112280893
NP_001681,NP_001681,ATP6V1A,3,113465866,113530903
NP_005685,NP_005685,COX17,3,119373360,119396301
NP_001139628,NP_001139628,GSK3B,3,119540170,119813264
NP_004538,NP_004538,NDUFB4,3,120315156,120321347
NP_005326,NP_005326,HCLS1,3,121350246,121379774
NP_001017928,NP_001017928,CCDC58,3,122078438,122102078
NP_002255,NP_002255,KPNA1,3,122140796,122233792
NP_001139574,NP_001139574,PARP9,3,122246771,122283424
NP_612144,NP_612144,DTX3L,3,122283085,122294050
NP_060024,NP_060024,PARP14,3,122399465,122449687
NP_006801,NP_006801,PDIA5,3,122785909,122944074
NP_940684,NP_940684,PTPLB,3,123209667,123304032
NP_444256,NP_444256,MYLK,3,123328896,123603178
NP_444253,NP_444253,MYLK,3,123328896,123603178
NP_000364,NP_000364,UMPS,3,124449213,124464040
NP_002204,NP_002204,ITGB5,3,124480795,124620265
NP_003785,NP_003785,SNX4,3,125165495,125239041
NP_115719,NP_115719,CHCHD6,3,126423063,126679249
NP_004517,NP_004517,MCM2,3,127317066,127341276
NP_037468,NP_037468,SEC61A1,3,127770484,127790526
NP_003698,NP_003698,RUVBL1,3,127783621,127872757
NP_068756,NP_068756,EEFSEC,3,127872297,128127485
NP_002941,NP_002941,RPN1,3,128338817,128399918
NP_004628,NP_004628,RAB7A,3,128444965,128533639
NP_054768,NP_054768,ACAD9,3,128598439,128634910
NP_006017,NP_006017,H1FX,3,129033615,129035120
NP_056083,NP_056083,DNAJC13,3,132136370,132257876
NP_060018,NP_060018,CDV3,3,133292574,133309105
NP_001054,NP_001054,TF,3,133464800,133497850
NP_067026,NP_067026,SRPRB,3,133502877,133544616
NP_057661,NP_057661,RAB6B,3,133543083,133614680
NP_000523,NP_000523,PCCB,3,135969148,136056738
NP_005853,NP_005853,STAG1,3,136055077,136471220
NP_001177725,NP_001177725,NCK1,3,136581050,136668665
NP_006144,NP_006144,NCK1,3,136581050,136668665
NP_057300,NP_057300,DBR1,3,137879854,137893791
NP_064576,NP_064576,MRPS22,3,138724648,139076065
NP_004757,NP_004757,COPB2,3,139074442,139108574
NP_002890,NP_002890,RBP1,3,139236276,139258671
NP_001670,NP_001670,ATP1B3,3,141594966,141645356
NP_001165783,NP_001165783,PLS1,3,142315229,142432506
NP_891988,NP_891988,PLOD2,3,145787227,145881440
NP_001171649,NP_001171649,GYG1,3,148709128,148745419
NP_003062,NP_003062,HLTF,3,148747914,148804341
NP_000087,NP_000087,CP,3,148880197,148939842
NP_444252,NP_444252,PFN2,3,149682691,149768575
NP_002619,NP_002619,PFN2,3,149682691,149768575
NP_114414,NP_114414,EIF2A,3,150264465,150302029
NP_002877,NP_002877,RAP2B,3,152880029,152886265
NP_065916,NP_065916,DHX36,3,153990335,154042286
NP_004724,NP_004724,SLC33A1,3,155538813,155572218
NP_003866,NP_003866,GMPS,3,155588325,155661815
NP_079272,NP_079272,GFM1,3,158362067,158410364
NP_064554,NP_064554,LXN,3,158363611,158390482
NP_005487,NP_005487,SMC4,3,160117062,160152750
NP_002259,NP_002259,KPNA4,3,160212783,160283376
NP_665859,NP_665859,PDCD10,3,167401086,167452727
NP_055313,NP_055313,GOLIM4,3,167726465,167813763
NP_002731,NP_002731,PRKCI,3,169940153,170023769
NP_001128567,NP_001128567,FNDC3B,3,171757418,172119455
NP_078941,NP_078941,TBL1XR1,3,176737143,176915261
NP_284941,NP_284941,MFN1,3,179065480,179112719
NP_004292,NP_004292,ACTL6A,3,179280668,179306196
NP_065142,NP_065142,MRPL47,3,179306073,179322442
NP_002483,NP_002483,NDUFB5,3,179322478,179345435
NP_003931,NP_003931,USP13,3,179370543,179507189
NP_005078,NP_005078,FXR1,3,180585929,180700541
NP_660304,NP_660304,DNAJC19,3,180701497,180707562
NP_065691,NP_065691,DCUN1D1,3,182655862,182703741
NP_064551,NP_064551,MCCC1,3,182733006,182833863
NP_061092,NP_061092,PARL,3,183547173,183602721
NP_001020376,NP_001020376,AP2M1,3,183892477,183901879
NP_060828,NP_060828,ABCF3,3,183903811,183911800
NP_002799,NP_002799,PSMD2,3,184016497,184026842
NP_886553,NP_886553,EIF4G1,3,184032283,184053146
NP_937885,NP_937885,EIF4G1,3,184032283,184053146
NP_006223,NP_006223,POLR2H,3,184079506,184086384
NP_001957,NP_001957,EHHADH,3,184908412,184999778
NP_001007226,NP_001007226,IGF2BP2,3,185361527,185542844
NP_057390,NP_057390,DNAJB11,3,186285192,186315061
NP_001613,NP_001613,AHSG,3,186330712,186339107
NP_000403,NP_000403,HRG,3,186378005,186396029
NP_001095886,NP_001095886,KNG1,3,186435065,186461743
NP_001159923,NP_001159923,KNG1,3,186435065,186461743
NP_001958,NP_001958,EIF4A2,3,186500994,186507689
NP_002907,NP_002907,RFC4,3,186507669,186524847
NP_005569,NP_005569,LPP,3,187871072,188608460
NP_570849,NP_570849,OPA1,3,193310933,193415612
NP_006232,NP_006232,PPP1R2,3,195241221,195270209
NP_001638,NP_001638,APOD,3,195295573,195311076
NP_001121620,NP_001121620,TFRC,3,195754054,195809060
NP_005008,NP_005008,PCYT1A,3,195941093,196014828
NP_002568,NP_002568,PAK2,3,196466728,196559518
NP_005920,NP_005920,MFI2,3,196715492,196756687
NP_004078,NP_004078,DLG1,3,196769431,197026171
NP_001191316,NP_001191316,DLG1,3,196769431,197026171
NP_976059,NP_976059,BDH1,3,197236654,197300194
NP_115664,NP_115664,FYTTD1,3,197464050,197514467
NP_009031,NP_009031,ATP5I,4,666225,668127
NP_005246,NP_005246,GAK,4,843064,926161
NP_000194,NP_000194,IDUA,4,980785,998316
NP_001012632,NP_001012632,CTBP1,4,1205236,1243741
NP_036450,NP_036450,LETM1,4,1813206,1857974
NP_054908,NP_054908,ADD1,4,2845584,2931803
NP_002328,NP_002328,LRPAP1,4,3508103,3534286
NP_060286,NP_060286,LYAR,4,4269428,4291896
NP_058626,NP_058626,STX18,4,4417469,4544073
NP_001304,NP_001304,CRMP1,4,5749811,5894785
NP_079472,NP_079472,GRPEL1,4,7060633,7069924
NP_059830,NP_059830,WDR1,4,10075963,10118573
NP_004325,NP_004325,BST1,4,15704573,15739936
NP_001766,NP_001766,CD38,4,15779898,15854853
NP_000311,NP_000311,QDPR,4,17461884,17513857
NP_056991,NP_056991,LAP3,4,17578815,17609595
NP_001349,NP_001349,DHX15,4,24519064,24586173
NP_006415,NP_006415,SLC34A2,4,25656923,25680370
NP_001171470,NP_001171470,SLC34A2,4,25656923,25680370
NP_060760,NP_060760,PGM2,4,37828255,37864558
NP_612398,NP_612398,FAM114A1,4,38869298,38947360
NP_003350,NP_003350,UGDH,4,39500375,39529931
NP_001093869,NP_001093869,PDS5A,4,39824483,39979576
NP_004172,NP_004172,UCHL1,4,41258430,41270472
NP_060596,NP_060596,TMEM33,4,41937137,41962589
NP_006336,NP_006336,SLC30A9,4,41992489,42092474
NP_612208,NP_612208,GNPDA2,4,44684217,44728612
NP_001073311,NP_001073311,OCIAD1,4,48807229,48863834
NP_001073308,NP_001073308,OCIAD1,4,48807229,48863834
NP_001014446,NP_001014446,OCIAD2,4,48887036,48908954
NP_001128410,NP_001128410,FIP1L1,4,54243810,55161439
NP_112179,NP_112179,FIP1L1,4,54243810,55161439
NP_002694,NP_002694,PPAT,4,57259528,57301781
NP_006443,NP_006443,PAICS,4,57301907,57327534
NP_008878,NP_008878,SRP72,4,57333081,57369839
NP_000929,NP_000929,POLR2B,4,57843888,57897334
NP_001544,NP_001544,IGFBP7,4,57896939,57976551
NP_002083,NP_002083,GRSF1,4,71681499,71705662
NP_000779,NP_000779,DCK,4,71858255,71896631
NP_000574,NP_000574,GC,4,72607410,72669758
NP_000468,NP_000468,ALB,4,74262831,74287129
NP_001124,NP_001124,AFM,4,74347400,74369691
NP_002695,NP_002695,PPBP,4,74852755,74853914
NP_036429,NP_036429,G3BP2,4,76567966,76649709
NP_003706,NP_003706,USO1,4,76649777,76735382
NP_060585,NP_060585,SDAD1,4,76862103,76912115
NP_005497,NP_005497,SCARB2,4,77079890,77135046
NP_060713,NP_060713,SEPT_11,4,77870856,77961537
NP_064621,NP_064621,MRPL1,4,78783674,78873944
NP_005130,NP_005130,ANXA3,4,79472673,79531597
NP_942595,NP_942595,BMP2K,4,79697496,79837526
NP_067027,NP_067027,ENOPH1,4,83351715,83382244
NP_001070676,NP_001070676,SEC31A,4,83739814,83822319
NP_057213,NP_057213,COPS4,4,83955600,83996971
NP_057329,NP_057329,HSD17B11,4,88257762,88312538
NP_006448,NP_006448,PDLIM5,4,95373037,95589377
NP_001093897,NP_001093897,RAP1GDS1,4,99182535,99365012
NP_001124150,NP_001124150,EIF4E,4,99792835,99851788
NP_055958,NP_055958,METAP1,4,99916771,99983964
NP_000662,NP_000662,ADH5,4,99992132,100009952
NP_000658,NP_000658,ADH1A,4,100197524,100212185
NP_000659,NP_000659,ADH1B,4,100226121,100242558
NP_000660,NP_000660,ADH1C,4,100257649,100274184
NP_001124163,NP_001124163,PPP3CA,4,101944566,102269435
NP_003989,NP_003989,NFKB1,4,103422486,103538459
NP_001158884,NP_001158884,NFKB1,4,103422486,103538459
NP_871621,NP_871621,UBE2D3,4,103715540,103790053
NP_001008389,NP_001008389,CISD2,4,103790135,103810399
NP_064524,NP_064524,BDH2,4,104000592,104021040
NP_789845,NP_789845,PPA2,4,106290234,106395238
NP_005434,NP_005434,PAPSS1,4,108511433,108641608
NP_005318,NP_005318,HADH,4,108910870,108956331
NP_001036199,NP_001036199,SEC24B,4,110354928,110462052
NP_001217,NP_001217,CASP6,4,110609785,110624739
NP_000195,NP_000195,CFI,4,110661852,110723335
NP_057732,NP_057732,LARP7,4,113558120,113578748
NP_742112,NP_742112,CAMK2D,4,114372188,114683083
NP_055637,NP_055637,SEC24D,4,119643978,119759838
NP_597734,NP_597734,SYNPO2,4,119809996,119982402
NP_001145,NP_001145,ANXA5,4,122589110,122618268
NP_005024,NP_005024,EXOSC9,4,122722472,122738176
NP_660208,NP_660208,SPATA5,4,123844229,124240605
NP_112581,NP_112581,SLC25A31,4,128651533,128695448
NP_006311,NP_006311,PGRMC2,4,129190397,129209984
NP_004353,NP_004353,CLGN,4,141309609,141349122
NP_714913,NP_714913,ELMOD2,4,141445312,141474924
NP_003592,NP_003592,SMARCA5,4,144434616,144478639
NP_001035809,NP_001035809,ABCE1,4,146019084,146050331
NP_006717,NP_006717,LRBA,4,151185594,151936879
NP_000997,NP_000997,RPS3A,4,152020725,152025804
NP_055262,NP_055262,ARFIP1,4,153701089,153839615
NP_001020766,NP_001020766,ARFIP1,4,153701089,153839615
NP_005132,NP_005132,FGB,4,155484108,155492238
NP_000499,NP_000499,FGA,4,155504278,155511918
NP_068656,NP_068656,FGG,4,155525286,155534119
NP_004444,NP_004444,ETFDH,4,159593277,159630775
NP_005029,NP_005029,PPID,4,159630286,159644548
NP_001159580,NP_001159580,PALLD,4,169418217,169849608
NP_001159582,NP_001159582,PALLD,4,169418217,169849608
NP_116172,NP_116172,CBR4,4,169784921,169931426
NP_060337,NP_060337,C4orf27,4,170650616,170679104
NP_059119,NP_059119,GALNT7,4,174089904,174245118
NP_068747,NP_068747,SPCS3,4,177241115,177253396
NP_001912,NP_001912,DCTD,4,183811213,183839089
NP_060102,NP_060102,CDKN2AIP,4,184365744,184369351
NP_116786,NP_116786,CASP3,4,185548850,185570663
NP_001986,NP_001986,ACSL1,4,185676749,185747972
NP_001142,NP_001142,SLC25A4,4,186064395,186071536
NP_001107579,NP_001107579,PDLIM3,4,186422851,186456766
NP_001139143,NP_001139143,SORBS2,4,186506598,186877806
NP_001139147,NP_001139147,SORBS2,4,186506598,186877806
NP_001139142,NP_001139142,SORBS2,4,186506598,186877806
NP_003256,NP_003256,TLR3,4,186990306,187009223
NP_000883,NP_000883,KLKB1,4,187130133,187179625
NP_004468,NP_004468,FRG1,4,190861943,190884359
NP_004159,NP_004159,SDHA,5,218356,256815
NP_037364,NP_037364,PDCD6,5,271736,353971
NP_004228,NP_004228,TRIP13,5,892758,919472
NP_006589,NP_006589,SLC12A7,5,1050499,1112150
NP_110409,NP_110409,CLPTM1L,5,1317859,1345214
NP_060225,NP_060225,NSUN2,5,6599352,6633404
NP_036205,NP_036205,CCT5,5,10250033,10266524
NP_620164,NP_620164,CMBL,5,10275987,10308138
NP_006308,NP_006308,BASP1,5,17065707,17276943
NP_004923,NP_004923,CDH6,5,31193857,31329253
NP_071413,NP_071413,GOLPH3,5,32124810,32174456
NP_001035536,NP_001035536,MTMR12,5,32227100,32313115
NP_057191,NP_057191,ZFR,5,32354456,32444867
NP_006704,NP_006704,SUB1,5,32531739,32604185
NP_689508,NP_689508,TARS,5,33440802,33469644
NP_001138993,NP_001138993,RAI14,5,34656342,34832732
NP_597677,NP_597677,NIPBL,5,36876861,37066515
NP_060504,NP_060504,WDR70,5,37379314,37753537
NP_001728,NP_001728,C9,5,39284364,39424970
NP_001334,NP_001334,DAB2,5,39371780,39462402
NP_006242,NP_006242,PRKAA1,5,40759481,40798476
NP_000578,NP_000578,C7,5,40909354,40983041
NP_001108603,NP_001108603,C6,5,41142336,41261540
NP_000427,NP_000427,OXCT1,5,41730167,41870621
NP_002121,NP_002121,HMGCS1,5,43289497,43313614
NP_006442,NP_006442,PAIP1,5,43526369,43557860
NP_877590,NP_877590,PAIP1,5,43526369,43557860
NP_036475,NP_036475,NNT,5,43602794,43707507
NP_852478,NP_852478,ITGA1,5,52083730,52255040
NP_002486,NP_002486,NDUFS4,5,52856463,52979168
NP_061903,NP_061903,DHX29,5,54552073,54603550
NP_056175,NP_056175,SKIV2L2,5,54603588,54721409
NP_004511,NP_004511,KIF2A,5,61601989,61833076
NP_065777,NP_065777,NLN,5,65018023,65167553
NP_061165,NP_061165,ERBB2IP,5,65222303,65378377
NP_150597,NP_150597,MRPS36,5,68513587,68525956
NP_071415,NP_071415,MCCC2,5,70883115,70954531
NP_005900,NP_005900,MAP1B,5,71403061,71505395
NP_694858,NP_694858,TNPO1,5,72112139,72212560
NP_620137,NP_620137,FCHO2,5,72251808,72386349
NP_001032726,NP_001032726,BTF3,5,72794233,72801460
NP_115551,NP_115551,UTP15,5,72861268,72877794
NP_000512,NP_000512,HEXB,5,73935848,74018472
NP_005704,NP_005704,COL4A3BP,5,74664311,74807963
NP_004598,NP_004598,TBCA,5,76986991,77164604
NP_003655,NP_003655,AP3B1,5,77296349,77590579
NP_004857,NP_004857,SCAMP1,5,77656339,77776562
NP_001093206,NP_001093206,CKMT2,5,80529104,80562216
NP_004376,NP_004376,VCAN,5,82767284,82878122
NP_001858,NP_001858,COX7C,5,85913721,85916779
NP_002055,NP_002055,GLRX,5,95087023,95158709
NP_001035905,NP_001035905,CAST,5,95860971,96115299
NP_001177371,NP_001177371,CAST,5,95860971,96115299
NP_005566,NP_005566,LNPEP,5,96271098,96373219
NP_002363,NP_002363,MAN2A1,5,109025067,109205326
NP_003126,NP_003126,SRP19,5,112196919,112205485
NP_005660,NP_005660,REEP5,5,112212084,112258236
NP_001157940,NP_001157940,TICAM2,5,114914339,114961876
NP_861974,NP_861974,TMED7,5,114949205,114968689
NP_001186220,NP_001186220,HSD17B4,5,118788138,118972894
NP_000405,NP_000405,HSD17B4,5,118788138,118972894
NP_003091,NP_003091,SNX2,5,122110691,122165803
NP_000934,NP_000934,PPIC,5,122358945,122372436
NP_001188306,NP_001188306,ALDH7A1,5,125877533,125931110
NP_005564,NP_005564,LMNB1,5,126112315,126172712
NP_570721,NP_570721,PRRC1,5,126853301,126890781
NP_001037,NP_001037,SLC12A2,5,127419458,127525380
NP_001990,NP_001990,FBN2,5,127593601,127994878
NP_057132,NP_057132,ISOC1,5,128430444,128449721
NP_005331,NP_005331,HINT1,5,130494720,130507428
NP_001017974,NP_001017974,P4HA2,5,131527531,131631008
NP_003678,NP_003678,PDLIM4,5,131593364,131609147
NP_005723,NP_005723,RAD50,5,131891711,131980313
NP_055961,NP_055961,SEPT_8,5,132086509,132142933
NP_055217,NP_055217,UQCRQ,5,132202252,132203723
NP_002145,NP_002145,HSPA4,5,132387654,132442141
NP_003365,NP_003365,VDAC1,5,133307606,133340824
NP_055644,NP_055644,DDX46,5,134094469,134190823
NP_613075,NP_613075,H2AFY,5,134669590,134735604
NP_001035248,NP_001035248,H2AFY,5,134669590,134735604
NP_000349,NP_000349,TGFBI,5,135364584,135399507
NP_006796,NP_006796,HNRNPA0,5,137087075,137090039
NP_004652,NP_004652,CDC23,5,137523339,137549032
NP_004721,NP_004721,ETF1,5,137841784,137878989
NP_004125,NP_004125,HSPA9,5,137890571,137911133
NP_001894,NP_001894,CTNNA1,5,137946656,138270723
NP_071909,NP_071909,SIL1,5,138282409,138629246
NP_001181884,NP_001181884,MATR3,5,138609441,138667360
NP_003330,NP_003330,UBE2D2,5,138906016,139008018
NP_005850,NP_005850,PURA,5,139487362,139496321
NP_000582,NP_000582,CD14,5,140011313,140013286
NP_006074,NP_006074,IK,5,140026643,140042064
NP_002100,NP_002100,HARS,5,140052758,140071609
NP_036340,NP_036340,HARS2,5,140071011,140078889
NP_114443,NP_114443,PCDHGA5,5,140743898,140892546
NP_005210,NP_005210,DIAPH1,5,140894583,140998622
NP_115796,NP_115796,PCDH1,5,141232938,141258811
NP_005462,NP_005462,GNPDA1,5,141371314,141392606
NP_110426,NP_110426,YIPF5,5,143537723,143550278
